tags: darakwon 7-과

[sound:가끔.mp3]	가끔<p class="small">(&ne;&nbsp;자주)</p>	de temps en temps, parfois, quelquefois, occasionnellement<p class="small">(&ne;&nbsp;souvent)</p>
[sound:만들다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">만들다</div><div class="불규칙">(“ㄹ” 불규칙 동사)</div></div></div>	faire, construire<ul><li>verbe irrégulier en “ㄹ”&nbsp;: ㄹ disparaît devant ㄴ / ㅂ / ㅅ</li></ul>
[sound:만들어요.mp3]	만들어요 <span class="발음">[만드러요]</span><div class="활용"><div class="bloc"><div class="부정사">만들다</div><div class="불규칙">(“ㄹ” 불규칙 동사)</div></div><div class="bloc"><div class="현재">만들어요</div><div class="명령법">만드세요</div></div></div>	il fait, il construit<p class="small">(해요체, registre informel poli)</p>
[sound:만드세요.mp3]	만드세요<div class="활용"><div class="bloc"><div class="부정사">만들다</div><div class="불규칙">(“ㄹ” 불규칙 동사)</div></div><div class="bloc"><div class="명령법">만드세요</div></div></div>	faites, construisez<p class="small">(impératif honorifique)</p>

[sound:맵다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">맵다 <span class="발음">[맵<span style="font-weight: bold">따</span>]</span></div><div class="불규칙">(“ㅂ” 불규칙 형용사)</div></div></div>	être piquant, être épicé<ul><li>adjectif irrégulier en “ㅂ”&nbsp;: ㅂ devient 오 devant la voyelle 아 et 우 devant toute autre voyelle</li></ul>
[sound:매워요.mp3]	매<span class="불규칙">워</span>요<p class="small">(*매<span class="불규칙">우어</span>요)</p><div class="활용"><div class="bloc"><div class="부정사">맵다</div><div class="불규칙">(“ㅂ” 불규칙 형용사)</div></div><div class="bloc"><div class="현재">매워요</div></div></div>	il est piquant, épicé<p class="small">(해요체, registre informel poli)</p>

[sound:살다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">살다</div><div class="불규칙">(“ㄹ” 불규칙 동사)</div></div></div>	vivre<p class="small">habiter, demeurer, résider</p><ul><li>verbe irrégulier en “ㄹ”&nbsp;: ㄹ disparaît devant ㄴ / ㅂ / ㅅ</li></ul>
[sound:살아요.mp3]	살아요 <span class="발음">[사라요]</span><div class="활용"><div class="bloc"><div class="부정사">살다</div><div class="불규칙">(“ㄹ” 불규칙 동사)</div></div><div class="bloc"><div class="현재">살아요</div></div></div>	il vit, habite, demeure, réside<p class="small">(해요체, registre informel poli)</p>

[sound:쉽다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">쉽다 <span class="발음">[쉽<span style="font-weight: bold">따</span>]</span></div><div class="불규칙">(“ㅂ” 불규칙 형용사)</div></div></div><p class="small">(&ne;&nbsp;어렵다)</p>	être facile<p class="small">(&ne;&nbsp;être difficile)</p><ul><li>adjectif irrégulier en “ㅂ”&nbsp;: ㅂ devient 오 devant la voyelle 아 et 우 devant toute autre voyelle</li></ul>
[sound:쉬워요.mp3]	쉬<span class="불규칙">워</span>요<p class="small">(*쉬<span class="불규칙">우어</span>요)</p><div class="활용"><div class="bloc"><div class="부정사">쉽다</div><div class="불규칙">(“ㅂ” 불규칙 형용사)</div></div><div class="bloc"><div class="현재">쉬워요</div></div></div>	il est facile<p class="small">(해요체, registre informel poli)</p>

[sound:아름답다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">아름답다 <span class="발음">[아름답<span style="font-weight: bold">따</span>]</span></div><div class="불규칙">(“ㅂ” 불규칙 형용사)</div></div></div>	être beau<ul><li>adjectif irrégulier en “ㅂ”&nbsp;: ㅂ devient 오 devant la voyelle 아 et 우 devant toute autre voyelle</li></ul>
[sound:아름다워요.mp3]	아름다<span class="불규칙">워</span>요<p class="small">(*아름다<span class="불규칙">우어</span>요)</p><div class="활용"><div class="bloc"><div class="부정사">아름답다</div><div class="불규칙">(“ㅂ” 불규칙 형용사)</div></div><div class="bloc"><div class="현재">아름다워요</div></div></div>	il est beau<p class="small">(해요체, registre informel poli)</p>

[sound:어렵다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">어렵다 <span class="발음">[어렵<span style="font-weight: bold">따</span>]</span></div><div class="불규칙">(“ㅂ” 불규칙 형용사)</div></div></div><p class="small">(&ne;&nbsp;쉽다)</p>	être difficile, être dur<p class="small">(&ne;&nbsp;être facile)</p><ul><li>adjectif irrégulier en “ㅂ”&nbsp;: ㅂ devient 오 devant la voyelle 아 et 우 devant toute autre voyelle</li><br><li>axé sur l'effort intellectuel ou le manque d'aptitude</li><br><li>utilisé quand l'objectif reste irréalisable même si l'on fait de son mieux, notamment par manque d'aptitude</li></ul>
[sound:어려워요.mp3]	어려<span class="불규칙">워</span>요<p class="small">(*어려<span class="불규칙">우어</span>요)</p><div class="활용"><div class="bloc"><div class="부정사">어렵다</div><div class="불규칙">(“ㅂ” 불규칙 형용사)</div></div><div class="bloc"><div class="현재">어려워요</div></div></div>	il est difficile, dur<p class="small">(해요체, registre informel poli)</p>

[sound:유명하다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">유명하다</div><div class="불규칙">(형용사)</div></div></div>	être célèbre<p class="small">être illustre, renommé, réputé</p><ul><li>adjectif régulier</li></ul>
[sound:유명해요.mp3]	유명해요<div class="활용"><div class="bloc"><div class="부정사">유명하다</div><div class="불규칙">(형용사)</div></div><div class="bloc"><div class="현재">유명해요</div></div></div>	il est célèbre<p class="small">il est illustre, renommé, réputé</p><p class="small">(해요체, registre informel poli)</p>

[sound:잠.mp3]	잠	sommeil
[sound:자다_주무시다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">(잠을) 자다</div><div class="불규칙">(동사)</div></div></div>	dormir<ul><li>verbe régulier</li></ul>
[sound:자요.mp3]	<span class="불규칙">자</span>요<p class="small">(*<span class="불규칙">자아</span>요)</p><div class="활용"><div class="bloc"><div class="부정사">자다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재">자요</div></div></div>	il dort<p class="small">(해요체, registre informel poli)</p>

[sound:재미있는.mp3]	재미있는<div class="활용"><div class="bloc"><div class="부정사">재미있다</div><div class="불규칙">(형용사)</div></div></div>	intéressant

[sound:지내다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">지내다</div><div class="불규칙">(동사)</div></div></div>	se porter, aller <span class="small">(santé)</span><ul><li>verbe régulier</li></ul>
[sound:지내요.mp3]	지<span class="불규칙">내</span>요<p class="small">(*지<span class="불규칙">내어</span>요)</p><div class="활용"><div class="bloc"><div class="부정사">지내다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재">지내요</div></div></div>	il se porte, il va <span class="small">(santé)</span><p class="small">(해요체, registre informel poli)</p>


[sound:어떻게_지내요.mp3]	<ul><li>어떻게 지내요?</li><li>잘 지내요.</li></ul>	<ul><li>Comment vas-tu&nbsp;?</li><li>Je vais bien.</li></ul>
[sound:어디에_가요.mp3]	<ul><li>어디에 가요?</li><li>공원에 가요.</li></ul>	<ul><li>Où vas-tu&nbsp;?</li><li>Je vais au parc.</li></ul>
[sound:어디에_있어요.mp3]	<ul><li>어디에 있어요?</li><li>파리에 있어요.</li></ul>	<ul><li>Où es-tu&nbsp;?</li><li>Je suis à Paris.</li></ul>
[sound:한국어가_어려워요.mp3]	<ul><li>한국어가 어려워요?</li><li>아니요, 쉬워요.</li></ul>	<ul><li>Est-ce que le coréen est difficile&nbsp;?</li><li>Non, c'est facile.</li></ul>

[sound:어디에서_한국어를_배워요.mp3]	<ul><li>어디에서 한국어를 배워요?</li><li>한국어<span style="font-weight: bold">학원</span>에서 배워요.<br>한국<span style="font-weight: bold">문화원</span>에서 배워요.</li></ul>	<ul><li>Où apprends-tu le coréen&nbsp;?</li><li>Je l'apprends à l'<span style="font-weight: bold">institut</span> de coréen.<br>Je l'apprends au <span style="font-weight: bold">centre culturel</span> coréen.</li></ul>
[sound:저는_카페에서_콜라를_마셔요.mp3]	<ul>저는 카페에서 콜라를 마셔요.</ul>	<ul>Je bois un cola dans un café.</ul>
[sound:저는_찻집에서_친구를_만나요.mp3]	<ul>저는 찻집에서 친구를 만나요.</ul>	<ul>Je rencontre un ami dans un salon de thé.</ul>
[sound:시내에_백화점이_많아요.mp3]	<ul>시내에 백화점이 많아요.</ul>	<ul>Il y a beaucoup de grands magasins au centre-ville.</ul>
[sound:서울에_살아요.mp3]	<ul>서울에(서) 살아요.</ul>	<ul>J'habite à Séoul.</ul>
[sound:저는_우체국에_가요.mp3]	<ul>저는 우체국에 가요.</ul>	<ul>Je vais au bureau de poste.</ul>

[sound:이책.mp3]	이책 <span class="small light">&lt; 그책 &lt; 저책</span>	ce livre-ci<p class="small">(démonstratif, près du locuteur)</p>
[sound:그책.mp3]	<span class="small light">이책 &lt;</span> 그책 <span class="small light">&lt; 저책</span>	ce livre-là<p class="small">(démonstratif, près de l'interlocuteur)</p>
[sound:저책.mp3]	<span class="small light">이책 &lt; 그책 &lt;</span> 저책	ce livre là-bas<p class="small">(démonstratif, loin du locuteur et de l'interlocuteur)</p>
[sound:이분.mp3]	이분 <span class="small light">&lt; 그분 &lt; 저분</span>	cette personne-ci<p class="small">(démonstratif, près du locuteur)</p>
[sound:그분.mp3]	<span class="small light">이분 &lt;</span> 그분 <span class="small light">&lt; 저분</span>	cette personne-là<p class="small">(démonstratif, près de l'interlocuteur)</p>
[sound:저분.mp3]	<span class="small light">이분 &lt; 그분 &lt;</span> 저분	cette personne là-bas<p class="small">(démonstratif, loin du locuteur et de l'interlocuteur)</p>

[sound:여기.mp3]	여기 <span class="small light">&lt; 거기 &lt; 저기</span>	ici <span class="small light">&lt; là &lt; là-bas</span><ul><li>lieu près du locuteur</li></ul>
[sound:거기.mp3]	<span class="small light">여기 &lt;</span> 거기 <span class="small light">&lt; 저기</span>	<span class="small light">ici &lt;</span> là <span class="small light">&lt; là-bas</span><ul><li>lieu près de l'interlocuteur</li></ul>
[sound:저기.mp3]	<span class="small light">여기 &lt; 거기 &lt;</span> 저기	<span class="small light">ici &lt; là &lt;</span> là-bas<ul><li>lieu loin du locuteur et de l'interlocuteur</li></ul>

[sound:저분이_누구예요.mp3]	<ul>저분이 누구예요?</ul>	<ul>Qui est cette personne là-bas&nbsp;?</ul>
[sound:이_사전이_좋아요.mp3]	<ul>이 사전이 좋아요.</ul>	<ul>Ce dictionnaire-ci est bien.</ul>
[sound:여기가_제_방이에요.mp3]	<ul>여기가 제 방이에요.</ul>	<ul>Ici, c'est ma chambre.</ul>
[sound:가방이_거기에_있어요.mp3]	<ul>가방이 거기에 있어요?</ul>	<ul>Le sac est-il là&nbsp;?</ul><p class="small">(près de vous)</p>

[sound:이거.mp3]	<table id="underlined-header"><tr><th colspan=2/><th class="em">이것</th><th><span class="em">이거</span></th></tr><tr class="small" style="vertical-align: middle"><td>thème</td><td>-은/-는</td><td>이것은</td><td>이거는 (이건)</td></tr><tr class="small" style="vertical-align: middle"><td>nominatif</td><td>-이/-가</td><td>이것이</td><td>이거가 (이게)</td></tr><tr class="small" style="vertical-align: middle"><td>accusatif</td><td>-을/-를</td><td>이것을</td><td>이거를 (이걸)</td></tr></table>	cette chose-ci<p class="small">(près du locuteur)</p>

[sound:그거.mp3]	<table id="underlined-header"><tr><th colspan=2/><th class="em">그것</th><th><span class="em">그거</span></th></tr><tr class="small" style="vertical-align: middle"><td>thème</td><td>-은/-는</td><td>그것은</td><td>그거는 (그건)</td></tr><tr class="small" style="vertical-align: middle"><td>nominatif</td><td>-이/-가</td><td>그것이</td><td>그거가 (그게)</td></tr><tr class="small" style="vertical-align: middle"><td>accusatif</td><td>-을/-를</td><td>그것을</td><td>그거를 (그걸)</td></tr></table>	cette chose-là<p class="small">(près de l'interlocuteur)</p>

[sound:저거.mp3]	<table id="underlined-header"><tr><th colspan=2/><th class="em">저것</th><th><span class="em">저거</span></th></tr><tr class="small" style="vertical-align: middle"><td>thème</td><td>-은/-는</td><td>저것은</td><td>저거는 (저건)</td></tr><tr class="small" style="vertical-align: middle"><td>nominatif</td><td>-이/-가</td><td>저것이</td><td>저거가 (저게)</td></tr><tr class="small" style="vertical-align: middle"><td>accusatif</td><td>-을/-를</td><td>저것을</td><td>저거를 (저걸)</td></tr></table>	cette chose là-bas<p class="small">(loin du locuteur et de l'interlocuteur)</p>

[sound:저게_뭐예요.mp3]	<ul>저게 뭐예요?</ul><p class="small">(저것이 &gt; 저거가 &gt; <span class="em">저게</span>)</p>	<ul>Qu'est-ce que c'est, là-bas&nbsp;?</ul><p class="small">(particule de sujet)</p>
[sound:그건_뭐예요.mp3]	<ul>그건 뭐예요?</ul><p class="small">(그것은 &gt; 그거는 &gt; <span class="em">그건</span>)</p>	<ul>Qu'est-ce que c'est, là&nbsp;?</ul><p class="small">(particule thématique)</p>
[sound:저는_이걸_좋아해요.mp3]	<ul>저는 이걸 좋아해요.</ul><p class="small">(이것을 &gt; 이거를 &gt; <span class="em">이걸</span>)</p>	<ul>J'aime celui(celle)-ci.</ul>


# 대화 1

[sound:요즘_어떻게_지내요.mp3]	<ul><li>피에르 씨, 요즘 어떻게 지내요?</li><li>잘 지내요. 마리 씨는 어떻게 지내요?</li><li>저도 잘 지내요.</li></ul>	<ul><li>Pierre, comment vas-tu ces jours-ci&nbsp;?</li><li>Je vais bien. Et toi Marie, comment vas-tu&nbsp;?</li><li>Moi aussi je vais bien.</li></ul>

[sound:요즘_대학로에_연극_공연이_많아요.mp3]	<ul><li>그런데 피에르 씨, 지금 어디에 가요?</li><li>지금 극장에 가요. 요즘 대학로에 연극 공연이 많아요.</li><li>아, 그래요? 그럼 저도 함께 가요.</li><li>좋아요.</li></ul>	<ul><li>Au fait Pierre, où vas-tu maintenant&nbsp;?</li><li>Maintenant je vais au théâtre. Il y a beaucoup de représentations théâtrales à Daehangno ces jours-ci.</li><li>Ah bon&nbsp;? Alors j'irai aussi avec toi.</li><li>Parfait.</li></ul>

[sound:저기에_연극_포스터가_있어요.mp3]	<ul><li>저기에 연극 포스터가 있어요.</li><li>음&hellip; 이 극장에서 재미있는 연극을 해요.</li><li>피에르 씨, 이걸 봐요. 이 연극은 어때요?</li></ul>	<ul><li>Il y a une affiche de théâtre là-bas.</li><li>Humm&hellip; dans ce théâtre(-ci) ils montent des pièces intéressantes.</li><li>Pierre, regarde ceci. Comment est cette pièce(-ci)&nbsp;?</li></ul>


# 대화 2

[sound:연극을_자주_봐요.mp3]	<ul><li>피에르 씨는 연극을 자주 봐요?</li><li>아니요, 가끔 봐요. 저는 영화를 자주 봐요.</li><li>어머, 저도 영화를 자주 봐요.</li></ul>	<ul><li>Pierre, vois-tu souvent du théâtre&nbsp;?</li><li>Non, j'en vois de temps en temps. Je vois souvent des films.</li><li>Oh, moi aussi je vois souvent des films.</li></ul>

[sound:여기_비빔밥이_매워요.mp3]	<ul><li>주문하시겠어요?</li><li>네, 여기 비빔밥이 매워요?</li><li>네, 조금 매워요. 그런데 맛있어요.</li></ul>	<ul><li>Voulez-vous commander&nbsp;?</li><li>Oui, ici le bibimbap est-il épicé&nbsp;?</li><li>Oui, il est un peu épicé. Cependant il est délicieux.</li></ul>

[sound:여기는_불고기가_유명해요.mp3]	<ul><li>불고기는 어때요?</li><li>여기는 불고기가 유명해요. 그리고 안 매워요.</li><li>그럼, 저는 불고기 주세요.</li><li>전 비빔밥 주세요.</li><li>네, 감사합니다.</li></ul>	<ul><li>Comment est le bulgogi&nbsp;?</li><li>Ici le bulgogi est réputé. Et il n'est pas épicé.</li><li>Alors, je prendrai du bulgogi, s'il vous plaît.</li><li>Pour moi un bibimbap, s'il vous plaît.</li><li>Merci.</li></ul>

[sound:저기에_레오가_있어요.mp3]	<ul><li>어머, 저기에 레오가 있어요.</li><li>레오가 누구예요?</li><li>제 친구예요.</li></ul>	<ul><li>Oh, c'est Léo là-bas.</li><li>Qui est Léo&nbsp;?</li><li>C'est un ami.</li></ul>


# 읽기

[sound:마리는_매일_한국어를_배워요.mp3]	<ul>마리는 매일 한국어를 배워요. 한국어가 쉬워요. 한글이 안 어려워요.</ul>	<ul>Tous les jours Marie apprend le coréen. Le coréen est facile. L'alphabet coréen n'est pas difficile.</ul>

[sound:오늘_마리는_시내에_가요.mp3]	<ul>오늘 마리는 시내에 가요. 대학로에서 피에르를 우연히 만나요.</ul>	<ul>Aujourd'hui Marie va au centre-ville. Elle rencontre Pierre par hasard à Daehangno.</ul>

[sound:마리는_피에르하고_극장에_가요.mp3]	<ul>마리는 피에르하고 극장에 가요. 극장에서 연극을 봐요. 그리고 피에르하고 식당에서 저녁도 먹어요.</ul>	<ul>Marie se rend au théâtre avec Pierre. Au théâtre elle regarde une pièce. Et, avec Pierre, elle dîne aussi au restaurant.</ul>

[sound:마리는_식당에서_레오도_우연히_만나요.mp3]	<ul>마리는 식당에서 레오도 우연히 만나요.</ul>	<ul>Au restaurant Marie rencontre aussi Léo par hasard.</ul>


# 듣기와 말하기

[sound:마리는_지금_우체국에_가요.mp3]	<ul>마리는 지금 우체국에 가요.</ul>	<ul>Marie va maintenant à la poste.</ul>

[sound:상준_씨는_수영장에_있어요.mp3]	<ul>상준 씨는 수영장에 있어요.</ul>	<ul>Sang-joon est à la piscine.</ul>

[sound:한국_음식이_아주_매워요.mp3]	<ul>한국 음식이 아주 매워요.</ul>	<ul>La cuisine coréenne est très épicée.</ul>

[sound:프랑스어가_안_어려워요.mp3]	<ul>프랑스어가 안 어려워요.</ul>	<ul>Le français n'est pas difficile.</ul>


[sound:제레미는_오늘_시내에_가요.mp3]	<ul>제레미는 오늘 시내에 가요. 백화점에서 가방을 사요. 시내에서 모르간을 우연히 만나요.</ul>	<ul>Jérémie va au centre-ville aujourd'hui. Il achète un sac dans un grand magasin. Au centre-ville, il rencontre Morgane par hasard.</ul>

[sound:제레미하고_모르간은_함께_극장에_가요.mp3]	<ul>제레미하고 모르간은 함께 극장에 가요. 극장에서 영화를 봐요. 영화가 재미있어요. 모르간은 극장에 가끔 가요.</ul>	<ul>Jérémie et Morgane vont au cinéma ensemble. Ils regardent un film au cinéma. Le film est intéressant. Morgane va de temps en temps au cinéma.</ul>


[sound:공원에_나무하고_꽃이_많아요.mp3]	<ul>상준 씨는 공원에 가요. 공원에서 민정 씨를 기다려요. 공원에 나무하고 꽃이 많아요. 공원이 참 아름다워요.</ul>	<ul>Sang-joon se rend au parc. Il y attend Min-jeong. Dans le parc, il y a beaucoup d'arbres et de fleurs. Le parc est vraiment beau.</ul>

[sound:상준_씨하고_민정_씨는_함께_극장에_가요.mp3]	<ul>저기 민정 씨가 와요. 상준 씨는 민정 씨를 만나요. 상준 씨하고 민정 씨는 함께 극장에 가요.</ul>	<ul>Là-bas, Min-jeong arrive. Sang-joon rencontre Min-jeong. Sang-joon et Min-jeong vont au théâtre ensemble.</ul>


# 문화와 사회

[sound:대학로.mp3]	대학로 <span class="발음">[대항노]</span>	Daehangno<p class="small">(대학: université&nbsp;; litt. “rue de l'université”)</p><ul class="small"><li>quartier de Séoul (서울) situé entre les arrondissements de Seodaemun (서대문구) et de Jongno (종로구), au nord du fleuve Han (한강)</li><li>précédemment appelé Sunggyobang (숭교방, “high respect for teaching”), il accueillait l'université confucéenne de <span class="em">성균관</span> sous les dynasties Goryeo (고려, 918 &ndash; 1392) et Joseon (조선, 1392 &ndash; 1910)</li><li>Marronnier Park (<span class="em">마로니에 공원</span>) fut créé après le transfert de l'université nationale de Séoul à Gwanaksan en 1975&nbsp;; de nombreux artistes de rue viennent s'y exprimer librement</li><li>le quartier accueille de nombreux petits théâtres</li></ul><hr/><img src="종로구-서대문구.svg">
[sound:문.mp3]	문	porte
[sound:성곽.mp3]	성곽	muraille, mur d'enceinte
[sound:서대문구.mp3]	서대문구<hr/><img src="서대문구.svg">	arrondissement de Seodaemun<ul class="small"><li>un des 25 arrondissements (구) de Séoul (서울) situé au nord du fleuve Han (<span class="em">한강</span>)</li><li>l'arrondissement tire son nom de Seodaemun (litt. “grande porte de l'ouest”), une des huit portes (문) de la muraille de Séoul (서울성곽), édifiée en 1396 par le roi Taejo (<span class="em">태조</span>), fondateur et premier roi de la dynastie Joseon (<span class="em">조선</span>, 1392 &ndash; 1910)</li><li>haut lieu de l'éducation, avec entre autres les universités de Yonsei (<span class="em">연세</span>, une des 3 SKY) et Ewha (<span class="em">이화</span>, une université pour femmes), et les quartiers étudiants entre Ewha et Sinchon (<span class="em">신촌동</span>)</li><li>quartier chinois dans le quartier de Yeonhui (<span class="em">연희동</span>)</li></ul>

[sound:고기.mp3]	고기	viande
[sound:구이.mp3]	구이	grillade<p class="small">(굽다: griller)</p><ul><li>Les grillades de viande sont collectivement appelées <span class="em">고기구이</span>&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li><span class="em">불고기</span> (litt. “viande au feu”)&nbsp;: le bulgogi est une grillade de bœuf émincé et mariné. Il existe des variantes à base de porc (돼지 불고기), de poulet (닭 불고기) ou de calamar (오징어 불고기, angl. “squid”).</li><li><span class="em">갈비</span> (côte)&nbsp;: grillade de côtes de porc ou de bœuf marinées. La viande est tranchée plus épaisse que celle du bulgogi. Le dak-galbi (<span class="em">닭갈비</span>) n'est pas un plat de “chicken ribs” (côtes de poulet) mais du poulet sauté épicé.</li><li><span class="em">삼겹살</span> (litt. “triple couches de viande”)&nbsp;: grillade de poitrine de porc non marinée</li><li><span class="em">닭구이</span> (닭: poulet)&nbsp;: poulet grillé</li></ul></li><br><li>Le gui peut aussi être préparé à partir de produits de la mer&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li><span class="em">생선구이</span> (생선: poisson)&nbsp;: poisson grillé</li><li><span class="em">조개구이</span> (조개: crustacé)&nbsp;: crustacés grillés</li></ul></li><br><li>Le gui préparé avec des abats est appelé <span class="em">내장구이</span> (내장: trippes).</li></ul>
[sound:불.mp3]	불	feu<ul><li>Trigramme (괘)&nbsp;: <span class="em">☲</span>&nbsp;; en bas à la hampe du drapeau coréen (<span class="em">태극기</span>)</li></ul>
[sound:불고기.mp3]	불고기	bulgogi<p class="small">(불: feu, 고기: viande)</p><ul><li><span style="font-weight: bold">grillade (<span class="em">구이</span>) de bœuf émincé et mariné</span></li><br><li>variantes&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>à base de porc (<span class="em">돼지 불고기</span>)</li><li>de poulet (<span class="em">닭 불고기</span>)</li><li>ou de calamar (<span class="em">오징어 불고기</span>, angl. “squid”)</li></ul></li></ul>
