tags: darakwon 15-과


[sound:몸.mp3]	몸<hr/>신체<p class="small">(sino-coréen, formel)</p>	corps<ul><li>le mot coréen natif communément utilisé pour désigner le corps est <span class="em">몸</span></li><li>le mot dérivé du chinois est <span class="em">신체</span> ; plus formel, son usage se limite au lexique médical et les documents officiels</li></ul>
[sound:아픕니다.mp3]	아픕니다<hr/>편찮으십니다<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사"><div class="높임">편찮으시다</div>아프다</div><div class="불규칙">(“ㅡ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">편찮으십니다</div>아픕니다</div><div class="해요체"><div class="높임">편찮으세요</div>아파요</div></div><div class="과거"><div class="하십시오체"><div class="높임">편찮으셨습니다</div>아팠습니다</div><div class="해요체"><div class="높임">편찮으셨어요</div>아팠어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">편찮으실 겁니다</div>아플 겁니다</div><div class="해요체"><div class="높임">편찮으실 거예요</div>아플 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">편찮으시고</div>아프고</div><div class="연결"><div class="높임">편찮으시지만</div>아프지만</div><div class="연결"><div class="높임">편찮으신데</div>아픈데</div><div class="연결"><div class="높임">편찮으시면</div>아프면</div><div class="연결"><div class="높임">편찮으셔서</div>아파서</div></div></div>	il est malade, il est blessé, il a mal<p class="small">(하십시오체, registre formel poli)</p>
[sound:아팠어요.mp3]	아<span class="불규칙">팠</span>어요<hr/>편찮으셨어요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사"><div class="높임">편찮으시다</div>아프다</div><div class="불규칙">(“ㅡ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">편찮으십니다</div>아픕니다</div><div class="해요체"><div class="높임">편찮으세요</div>아파요</div></div><div class="과거"><div class="하십시오체"><div class="높임">편찮으셨습니다</div>아팠습니다</div><div class="해요체"><div class="높임">편찮으셨어요</div>아팠어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">편찮으실 겁니다</div>아플 겁니다</div><div class="해요체"><div class="높임">편찮으실 거예요</div>아플 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">편찮으시고</div>아프고</div><div class="연결"><div class="높임">편찮으시지만</div>아프지만</div><div class="연결"><div class="높임">편찮으신데</div>아픈데</div><div class="연결"><div class="높임">편찮으시면</div>아프면</div><div class="연결"><div class="높임">편찮으셔서</div>아파서</div></div></div>	il était malade, il était blessé, il avait mal<p class="small">(해요체, registre informel poli)</p>

[sound:나다.mp3]	나다	arriver (survenir, éclater)<p class="small">(angl. “occur, break/come out, spring up”)</p>
[sound:나요.mp3]	<span class="불규칙">나</span>요<hr/>나세요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나십니다</div>납니다</div><div class="해요체"><div class="높임">나세요</div>나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나셨습니다</div>났습니다</div><div class="해요체"><div class="높임">나셨어요</div>났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나실 겁니다</div>날 겁니다</div><div class="해요체"><div class="높임">나실 거예요</div>날 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">나시고</div>나고</div><div class="연결"><div class="높임">나시지만</div>나지만</div><div class="연결"><div class="높임">나시는데</div>나는데</div><div class="연결"><div class="높임">나시면</div>나면</div><div class="연결"><div class="높임">나셔서</div>나서</div></div></div>	il arrive, il survient<p class="small">(해요체, registre informel poli)</p>
[sound:납니다.mp3]	납니다<hr/>나십니다<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나십니다</div>납니다</div><div class="해요체"><div class="높임">나세요</div>나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나셨습니다</div>났습니다</div><div class="해요체"><div class="높임">나셨어요</div>났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나실 겁니다</div>날 겁니다</div><div class="해요체"><div class="높임">나실 거예요</div>날 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">나시고</div>나고</div><div class="연결"><div class="높임">나시지만</div>나지만</div><div class="연결"><div class="높임">나시는데</div>나는데</div><div class="연결"><div class="높임">나시면</div>나면</div><div class="연결"><div class="높임">나셔서</div>나서</div></div></div>	il arrive, il survient<p class="small">(하십시오체, registre formel poli)</p>
[sound:났어요.mp3]	<span class="불규칙">났</span>어요<hr/>나셨어요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나십니다</div>납니다</div><div class="해요체"><div class="높임">나세요</div>나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나셨습니다</div>났습니다</div><div class="해요체"><div class="높임">나셨어요</div>났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나실 겁니다</div>날 겁니다</div><div class="해요체"><div class="높임">나실 거예요</div>날 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">나시고</div>나고</div><div class="연결"><div class="높임">나시지만</div>나지만</div><div class="연결"><div class="높임">나시는데</div>나는데</div><div class="연결"><div class="높임">나시면</div>나면</div><div class="연결"><div class="높임">나셔서</div>나서</div></div></div>	il arrivait, il survenait<p class="small">(해요체, registre informel poli)</p>

[sound:재다.mp3]	재다	mesurer, peser
[sound:재요.mp3]	<span class="불규칙">재</span>요<hr/>재세요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">재다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">재십니다</div>잽니다</div><div class="해요체"><div class="높임">재세요</div>재요</div></div><div class="과거"><div class="하십시오체"><div class="높임">재셨습니다</div>쟀습니다</div><div class="해요체"><div class="높임">재셨어요</div>쟀어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">재실 겁니다</div>잴 겁니다</div><div class="해요체"><div class="높임">재실 거예요</div>잴 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">재시고</div>재고</div><div class="연결"><div class="높임">재시지만</div>재지만</div><div class="연결"><div class="높임">재시는데</div>재는데</div><div class="연결"><div class="높임">재시면</div>재면</div><div class="연결"><div class="높임">재셔서</div>재서</div></div></div>	il mesure, il pèse<p class="small">(해요체, registre informel poli)</p>
[sound:잽니다.mp3]	잽니다<hr/>재십니다<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">재다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">재십니다</div>잽니다</div><div class="해요체"><div class="높임">재세요</div>재요</div></div><div class="과거"><div class="하십시오체"><div class="높임">재셨습니다</div>쟀습니다</div><div class="해요체"><div class="높임">재셨어요</div>쟀어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">재실 겁니다</div>잴 겁니다</div><div class="해요체"><div class="높임">재실 거예요</div>잴 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">재시고</div>재고</div><div class="연결"><div class="높임">재시지만</div>재지만</div><div class="연결"><div class="높임">재시는데</div>재는데</div><div class="연결"><div class="높임">재시면</div>재면</div><div class="연결"><div class="높임">재셔서</div>재서</div></div></div>	il mesure, il pèse<p class="small">(하십시오체, registre formel poli)</p>
[sound:쟀어요.mp3]	<span class="불규칙">쟀</span>어요<hr/>재셨어요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">재다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">재십니다</div>잽니다</div><div class="해요체"><div class="높임">재세요</div>재요</div></div><div class="과거"><div class="하십시오체"><div class="높임">재셨습니다</div>쟀습니다</div><div class="해요체"><div class="높임">재셨어요</div>쟀어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">재실 겁니다</div>잴 겁니다</div><div class="해요체"><div class="높임">재실 거예요</div>잴 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">재시고</div>재고</div><div class="연결"><div class="높임">재시지만</div>재지만</div><div class="연결"><div class="높임">재시는데</div>재는데</div><div class="연결"><div class="높임">재시면</div>재면</div><div class="연결"><div class="높임">재셔서</div>재서</div></div></div>	il mesurait, il pesait<p class="small">(해요체, registre informel poli)</p>

[sound:되다.mp3]	되다	devenir
[sound:돼요.mp3]	<span class="불규칙">돼</span>요<hr/>되세요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">되다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">되십니다</div>됩니다</div><div class="해요체"><div class="높임">되세요</div>돼요</div></div><div class="과거"><div class="하십시오체"><div class="높임">되셨습니다</div>됐습니다</div><div class="해요체"><div class="높임">되셨어요</div>됐어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">되실 겁니다</div>될 겁니다</div><div class="해요체"><div class="높임">되실 거예요</div>될 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">되시고</div>되고</div><div class="연결"><div class="높임">되시지만</div>되지만</div><div class="연결"><div class="높임">되시는데</div>되는데</div><div class="연결"><div class="높임">되시면</div>되면</div><div class="연결"><div class="높임">되셔서</div>돼서</div></div></div>	il devient<p class="small">(해요체, registre informel poli)</p>
[sound:됩니다.mp3]	됩니다<hr/>되십니다<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">되다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">되십니다</div>됩니다</div><div class="해요체"><div class="높임">되세요</div>돼요</div></div><div class="과거"><div class="하십시오체"><div class="높임">되셨습니다</div>됐습니다</div><div class="해요체"><div class="높임">되셨어요</div>됐어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">되실 겁니다</div>될 겁니다</div><div class="해요체"><div class="높임">되실 거예요</div>될 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">되시고</div>되고</div><div class="연결"><div class="높임">되시지만</div>되지만</div><div class="연결"><div class="높임">되시는데</div>되는데</div><div class="연결"><div class="높임">되시면</div>되면</div><div class="연결"><div class="높임">되셔서</div>돼서</div></div></div>	il devient<p class="small">(하십시오체, registre formel poli)</p>
[sound:됐어요.mp3]	<span class="불규칙">됐</span>어요<hr/>되셨어요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">되다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">되십니다</div>됩니다</div><div class="해요체"><div class="높임">되세요</div>돼요</div></div><div class="과거"><div class="하십시오체"><div class="높임">되셨습니다</div>됐습니다</div><div class="해요체"><div class="높임">되셨어요</div>됐어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">되실 겁니다</div>될 겁니다</div><div class="해요체"><div class="높임">되실 거예요</div>될 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">되시고</div>되고</div><div class="연결"><div class="높임">되시지만</div>되지만</div><div class="연결"><div class="높임">되시는데</div>되는데</div><div class="연결"><div class="높임">되시면</div>되면</div><div class="연결"><div class="높임">되셔서</div>돼서</div></div></div>	il devenait<p class="small">(해요체, registre informel poli)</p>

[sound:웃음.mp3]	웃음	(un) rire
[sound:웃다.mp3]	웃다 <span class="small">[욷ː따]</span><p class="small">(&ne;&nbsp;울다)</p>	rire<p class="small">(&ne;&nbsp;pleurer)</p>
[sound:웃어요.mp3]	웃어요<hr/>웃으세요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">웃다</div><div class="불규칙">(규칙동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">웃으십니다</div>웃습니다</div><div class="해요체"><div class="높임">웃으세요</div>웃어요</div></div><div class="과거"><div class="하십시오체"><div class="높임">웃으셨습니다</div>웃었습니다</div><div class="해요체"><div class="높임">웃으셨어요</div>웃었어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">웃으실 겁니다</div>웃을 겁니다</div><div class="해요체"><div class="높임">웃으실 거예요</div>웃을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">웃으시고</div>웃고</div><div class="연결"><div class="높임">웃으시지만</div>웃지만</div><div class="연결"><div class="높임">웃으시는데</div>웃는데</div><div class="연결"><div class="높임">웃으시면</div>웃으면</div><div class="연결"><div class="높임">웃으셔서</div>웃어서</div></div></div>	il rit<p class="small">(해요체, registre informel poli)</p>
[sound:웃습니다.mp3]	웃습니다<hr/>웃으십니다<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">웃다</div><div class="불규칙">(규칙동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">웃으십니다</div>웃습니다</div><div class="해요체"><div class="높임">웃으세요</div>웃어요</div></div><div class="과거"><div class="하십시오체"><div class="높임">웃으셨습니다</div>웃었습니다</div><div class="해요체"><div class="높임">웃으셨어요</div>웃었어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">웃으실 겁니다</div>웃을 겁니다</div><div class="해요체"><div class="높임">웃으실 거예요</div>웃을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">웃으시고</div>웃고</div><div class="연결"><div class="높임">웃으시지만</div>웃지만</div><div class="연결"><div class="높임">웃으시는데</div>웃는데</div><div class="연결"><div class="높임">웃으시면</div>웃으면</div><div class="연결"><div class="높임">웃으셔서</div>웃어서</div></div></div>	il rit<p class="small">(하십시오체, registre formel poli)</p>
[sound:웃었어요.mp3]	웃었어요<hr/>웃으셨어요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">웃다</div><div class="불규칙">(규칙동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">웃으십니다</div>웃습니다</div><div class="해요체"><div class="높임">웃으세요</div>웃어요</div></div><div class="과거"><div class="하십시오체"><div class="높임">웃으셨습니다</div>웃었습니다</div><div class="해요체"><div class="높임">웃으셨어요</div>웃었어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">웃으실 겁니다</div>웃을 겁니다</div><div class="해요체"><div class="높임">웃으실 거예요</div>웃을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">웃으시고</div>웃고</div><div class="연결"><div class="높임">웃으시지만</div>웃지만</div><div class="연결"><div class="높임">웃으시는데</div>웃는데</div><div class="연결"><div class="높임">웃으시면</div>웃으면</div><div class="연결"><div class="높임">웃으셔서</div>웃어서</div></div></div>	il riait<p class="small">(해요체, registre informel poli)</p>

[sound:벗다.mp3]	벗다 <span class="small">[벋따]</span><p class="small">(&ne;&nbsp;입다)</p>	se déshabiller, se dévêtir, ôter<p class="small">(&ne;&nbsp;s'habiller, se vêtir, porter)</p>
[sound:벗어요.mp3]	벗어요<hr/>벗으세요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">벗다</div><div class="불규칙">(규칙동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">벗으십니다</div>벗습니다</div><div class="해요체"><div class="높임">벗으세요</div>벗어요</div></div><div class="과거"><div class="하십시오체"><div class="높임">벗으셨습니다</div>벗었습니다</div><div class="해요체"><div class="높임">벗으셨어요</div>벗었어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">벗으실 겁니다</div>벗을 겁니다</div><div class="해요체"><div class="높임">벗으실 거예요</div>벗을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">벗으시고</div>벗고</div><div class="연결"><div class="높임">벗으시지만</div>벗지만</div><div class="연결"><div class="높임">벗으시는데</div>벗는데</div><div class="연결"><div class="높임">벗으시면</div>벗으면</div><div class="연결"><div class="높임">벗으셔서</div>벗어서</div></div></div>	il se déshabille, il se dévêt, il ôte<p class="small">(해요체, registre informel poli)</p>
