tags: darakwon 13-과

[sound:가족.mp3]	가족 <span class="small light">/ 친척</span>	famille <span class="small light">/ parentèle</span>
[sound:그래서_극장에_자주_가요.mp3]	<ul>영화를 좋아해요. 그래서 극장에 자주 가요.</ul>	<ul>J'aime le cinéma. C'est pourquoi j'y vais souvent.</ul>
[sound:그래서_생일_선물을_사요.mp3]	<ul>내일 친구의 생일이에요. 그래서 생일 선물을 사요.</ul>	<ul>Demain c'est l'anniversaire de mon ami. C'est pourquoi je lui achète un cadeau.</ul>

[sound:뭐_무슨_어떤_어느.mp3]	뭐 <span class="small">&lt;&nbsp;무엇</span><hr/>무슨<hr/>어느	&#10102; qu'est-ce que&nbsp;?<ul><li>pronom, suivi d'un verbe</li><li>angl. “what?”</li><br>&mdash;&nbsp;이름이 뭐예요? &mdash;&nbsp;국적이 뭐예요? &mdash;&nbsp;이게 뭐예요? &mdash;&nbsp;뭐 드릴까요?</ul><hr/>&#10103; quel&nbsp;?<ul><li>parmi un choix ouvert et quasi illimité d'options</li><li>adjectif, suivi d'un nom</li><li>angl. “what?”</li><br>&mdash;&nbsp;무슨 맛 좋아해요? &mdash;&nbsp;오늘 무슨 요일이에요?</ul><hr/>&#10104; (le)quel&nbsp;?<ul><li>parmi un choix fermé et très limité d'options</li><li>angl. “which (of these)?”</li><br>&mdash;&nbsp;어느 학생이 프랑스 사람이에요? &mdash;&nbsp;어느 계절을 좋아해요? &mdash;&nbsp;라로셸 근처에 어느 해변이 좋아요?</ul>
[sound:어느_학생이_프랑스_사람이에요.mp3]	<ul>어느 학생이 프랑스 사람이에요?</ul>	<ul>Quel étudiant est français (parmi vous)&nbsp;?</ul>
[sound:어느_계절을_좋아해요.mp3]	<ul>어느 계절을 좋아해요?</ul>	<ul>Quelle saison aimes-tu&nbsp;?</ul>

[sound:다_모두.mp3]	다<hr/>모두	tout / tous<ul><li>peuvent être utilisés comme adverbes ou pronoms</li><br>&mdash;&nbsp;다 좋아요.<br>&mdash;&nbsp;<span style="font-style: italic">Tout est bon.</span><br><br>&mdash;&nbsp;모두 왔어요.<br>&mdash;&nbsp;<span style="font-style: italic">Tout le monde est là.</span><br><br>&mdash;&nbsp;다 읽었어요?<br>&mdash;&nbsp;<span style="font-style: italic">As-tu tout lu&nbsp;?</span></ul>
[sound:다_좋아요.mp3]	<ul>다 좋아요.</ul><hr/><ul>모두 좋아요.</ul>	<ul>Tout est bon.</ul>
[sound:모두_왔어요.mp3]	<ul>모두 왔어요.</ul>	<ul>Tout le monde est là.</ul>
[sound:다_읽었어요.mp3]	<ul>다 읽었어요?</ul>	<ul>As-tu tout lu&nbsp;?</ul>

[sound:만_밖에.mp3]	-만	seulement, ne &hellip; que<ul><li>s'adjoint aux noms, particules, adverbes, ou encore aux terminaisons verbales pour marquer une limite</li><br>&mdash;&nbsp;물 한 잔만 주세요.<br>&mdash;&nbsp;<span style="font-style: italic">Donnez-moi juste un verre d'eau, svp.</span><br><br>&mdash;&nbsp;할아버지하고 할머니께서만 라로셸에 계세요.<br>&mdash;&nbsp;<span style="font-style: italic">Il n'y a que mon grand-père et ma grand-mère à La Rochelle.</span><br><br>&mdash;&nbsp;남동생만 있어요?<br>&mdash;&nbsp;<span style="font-style: italic">As-tu seulement un petit frère&nbsp;?</span></ul>
[sound:물_한_잔만_주세요.mp3]	<ul>물 한 잔만 주세요.</ul>	<ul>Donnez-moi juste un verre d'eau, svp.</ul>


## 일반어휘	vocabulaire courant<p class="small">(angl. “casual”)</p>
## 존칭어	terme honorifique<p class="small">(angl. “honorific”)</p>
## 겸양어	terme de modestie<p class="small">(angl. “humble”)</p>

# [sound:사람_분.mp3]
# [sound:집_댁.mp3]
# [sound:술_약주.mp3]	술<hr/>약주<p class="fr small">(honorifique)</p>	alcool
[sound:나이_연세.mp3]	나이<hr/>연세<p class="fr small">(honorifique)</p>	âge<ul>&mdash;&nbsp;몇 살이에요? &mdash;&nbsp;스물한 살이에요.<br>&mdash;&nbsp;<span style="font-style: italic">Quel âge as-tu&nbsp;? &mdash;&nbsp;J'ai vingt-et-un ans.</span><br><br>&mdash;&nbsp;연세가 어떻게 되세요?<br>&mdash;&nbsp;<span style="font-style: italic">Quel âge avez-vous&nbsp;?</span><br><br>&mdash;&nbsp;형은 나이가 서른두 살이고 누나는 스물아홉 살입니다.<br>&mdash;&nbsp;<span style="font-style: italic">Mon frère a 32 ans et ma sœur 29 ans.</span><br><br>&mdash;&nbsp;할아버지 연세는 여든 둘이시고 할머니는 일흔 여덟이십니다.<br>&mdash;&nbsp;<span style="font-style: italic">Mon grand-père a 82 ans et ma grand-mère 78 ans.</span></ul>
[sound:생일_생신.mp3]	생일<hr/>생신<p class="fr small">(honorifique)</p>	anniversaire<ul>&mdash;&nbsp;민정 씨는 생일이 몇 월 며칠이에요? &mdash;&nbsp;제 생일은 6월 12일이에요.<br>&mdash;&nbsp;<span style="font-style: italic">Min-jeong, quel jour est ton anniversaire&nbsp;? &mdash;&nbsp;Mon anniversaire est le 12 juin.</span><br><br>&mdash;&nbsp;교수님 생신이 언제예요?<br>&mdash;&nbsp;<span style="font-style: italic">Quand est l'anniversaire du professeur&nbsp;?</span></ul>
[sound:이름_성함.mp3]	이름<hr/>성함<p class="fr small">(honorifique)</p>	nom, prénom<ul>&mdash;&nbsp;이름이 뭐예요? &mdash;&nbsp;저는 찬호예요.<br>&mdash;&nbsp;<span style="font-style: italic">Comment t'appelles-tu&nbsp;? &mdash;&nbsp;Je m'appelle Chan-ho.</span><br><br>&mdash;&nbsp;성함이 어떻게 되세요?<br>&mdash;&nbsp;<span style="font-style: italic">Comment vous appelez-vous&nbsp;?</span></ul>
[sound:말_말씀.mp3]	말<hr/>말씀<p class="fr small">(honorifique)</p>	langage, parole, discours
[sound:밥_진지.mp3]	밥 <span class="small light">/ 식사 / 쌀</span><hr/>진지<p class="fr small">(honorifique)</p>	riz (cuit) <span class="small light">/ repas / riz cru</span><hr/>repas

[sound:은_는_께서는.mp3]	-은/-는<hr/>-께서는<p class="fr small">(honorifique)</p>	particule (조사) de thème<ul><li>usage&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>souligner ce dont on parle (le thème)</li><li>faire référence à un élément déjà mentionné</li><li>énoncer une vérité générale</li><li>mettre en contraste un élément par rapport à un autre</li></ul></li><br><li>n'indique pas de fonction grammaticale particulière&nbsp;: elle peut donc remplacer (ou s'adjoindre) à d'autres particules (sujet, objet, &hellip;)</li><br><li>on utilise <span class="em">-은 après une consonne</span> et <span class="em">-는 après une voyelle</span> (la contraction en -ㄴ après une voyelle est fréquente à l'oral)</li></ul>

[sound:이_가_께서.mp3]	-이/-가<hr/>-께서<p class="fr small">(honorifique)</p>	particule (조사) de sujet<p class="small" style="font-weight: bold">&mdash;&nbsp;nominatif&nbsp;&mdash;</p><ul><li>on utilise <span class="em">-이 après une consonne</span> et <span class="em">-가 après une voyelle</span></li><br><li>s'emploie devant les verbes d'état / adjectifs (형용사)<br><br><span class="light">저는 과일<span style="font-weight: bold">이</span> 좋아요.</span></li><br><li>contractions usuelles&nbsp;:<br><br>나 + 가 &rarr; 내가<br>너 + 가 &rarr; 네가<br>저 + 가 &rarr; 제가<br>누구 + 가 &rarr; 누가</li></ul>

[sound:에게_한테_께.mp3]	-에게/-한테<hr/>-에게서/-한테서<hr/>-께<p class="fr small">(honorifique)</p>	particule (조사) du complément d'objet indirect<p class="small" style="font-weight: bold">&mdash;&nbsp;datif&nbsp;&mdash;</p><ul class="small"><li>-에게 est plutôt de style écrit et -한테 de style oral</li><br><li>les particules -에게서 et -한테서 marquent quant à elles la provenance de l'action</li><br>&mdash;&nbsp;레오는 모르간에게 볼펜을 줘요.<br>&mdash;&nbsp;<span style="font-style: italic">Léo donne un stylo à Morgane.</span><br><br>&mdash;&nbsp;모르간이 상준에게 전화해요.<br>&mdash;&nbsp;<span style="font-style: italic">Morgane téléphone à Sang-joon.</span><br><br>&mdash;&nbsp;줄리엥은 민정 씨에게 이메일을 써요. / 줄리엥은 민정 씨한테 이메일을 써요.<br>&mdash;&nbsp;<span style="font-style: italic">Julien écrit un email à Min-jeong.</span><br><br>&mdash;&nbsp;상준에게서 생일 선물을 받았어요. / 상준한테서 생일 선물을 받았어요.<br>&mdash;&nbsp;<span style="font-style: italic">J'ai reçu un cadeau d'anniversaire de Sang-joon.</span></ul>

[sound:나_저.mp3]	<table id="underlined-header"><tr><th colspan=2/><th class="em">나</th><th><span class="em">&#x21a1; 저</span></th></tr><tr><td class="fr small" style="vertical-align: middle">thème</td><td class="small" style="vertical-align: middle">-은/-는</td><td>나는 <span class="small">(난)</span></td><td>저는 <span class="small">(전)</span></td></tr><tr><td class="fr small" style="vertical-align: middle">nominatif</td><td class="small" style="vertical-align: middle">-이/-가</td><td>내가</td><td>제가</td></tr><tr><td class="fr small" style="vertical-align: middle">accusatif</td><td class="small" style="vertical-align: middle">-을/-를</td><td>나를 <span class="small">(날)</span></td><td>저를 <span class="small">(절)</span></td></tr><tr><td class="fr small" style="vertical-align: middle">génitif</td><td class="small" style="vertical-align: middle">-의</td><td>내</td><td>제</td></tr><tr><td class="fr small" style="vertical-align: middle">génitif</td><td class="small" style="vertical-align: middle">-의 것</td><td>내 것 <span class="small">(내 꺼)</span></td><td>제 것 <span class="small">(제 꺼)</span></td></tr><tr><td class="fr small" style="vertical-align: middle">datif</td><td class="small" style="vertical-align: middle">-에게/-한테</td><td>나에게</td><td>저에게</td></tr><tr><td class="fr small" style="vertical-align: middle">additif</td><td class="small" style="vertical-align: middle">-도</td><td>나도</td><td>저도</td></tr></table>	je / me / moi<ul><li>pronom personnel (대명사)&nbsp;: 1<sup>ère</sup> personne du singulier</li><br><li>Un terme honorifique (&#x219f;) ou de modestie (&#x21a1;) permet d'augmenter le niveau de politesse entre le sujet d'une action et son destinataire&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>un terme <span class="em">honorifique</span> souligne la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)</li><li>un terme de <span class="em">modestie</span> souligne la déférence du sujet de l'action portée à son <span class="em">destinataire</span></ul></li></ul>


[sound:으시.mp3]	-(으)시-<div class="활용"><div class="현재"><div class="하십시오체">-(으)십니다</div><div class="해요체">-(으)세요</div></div><div class="과거"><div class="하십시오체">-(으)셨습니다</div><div class="해요체">-(으)셨어요</div></div><div class="미래"><div class="하십시오체">-(으)실 겁니다</div><div class="해요체">-(으)실 거예요</div></div></div>	infixe honorifique du sujet<ul><li>il se place entre le radical du verbe (동사 어간) et la terminaison pour exprimer le respect vis-à-vis du sujet de la phrase</li><br><li>il est souvent employé en association avec la particule honorifique du sujet <span class="em">-께서</span></li><br><li>certains verbes possèdent une forme honorifique originale&nbsp;:<br>있다 &rarr; 계시다<br>주다 &rarr; 주시다<br>먹다 &rarr; 드시다 / 잡수시다<br>마시다 &rarr; 드시다<br>자다 &rarr; 주무시다<br>배고프다 &rarr; 시장하시다</li><br><li>contrairement au <span class="em">registre</span> de langue (해체 &lt; 해요체 &lt; 하십시오체) qui est utilisé pour indiquer le niveau de politesse et de formalité envers l'<span class="em">interlocuteur</span> du discours, les <span class="em">honorifiques</span> soulignent spécifiquement la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)<ul style="font-size: 100%; list-style-type: circle"><li>honorifiques &rarr; de qui l'on parle</li><li>registre &rarr; à qui l'on parle</li></ul></li></ul>

# [sound:만나다_뵙다.mp3]

[sound:있다_계시다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">있다 <span class="발음">[읻<span style="font-weight: bold">따</span>]</span></div></div></div><p class="small">(&ne;&nbsp;없다)</p><hr/><div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">&#x219f; 계시다 / 있으시다</div></div></div><p class="small">(&ne;&nbsp;안 계시다 / 없으시다)</p>	exister / avoir<p class="small">(&ne;&nbsp;ne pas exister / ne pas avoir)</p><ul><li>Un terme honorifique (&#x219f;) ou de modestie (&#x21a1;) permet d'augmenter le niveau de politesse entre le sujet d'une action et son destinataire&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>un terme <span class="em">honorifique</span> souligne la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)</li><li>un terme de <span class="em">modestie</span> souligne la déférence du sujet de l'action portée à son <span class="em">destinataire</span></ul></li><br><li>Ces considérations sont totalement indépendantes du <span class="em">registre</span> de langue (해체 &lt; 해요체 &lt; 하십시오체) qui est spécifiquement utilisé pour indiquer le niveau de politesse et de formalité envers l'<span class="em">interlocuteur</span> du discours.</li></ul>

[sound:없다_안_계시다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">없다 <span class="발음">[업<span style="font-weight: bold">따</span>]</span></div></div></div><p class="small">(&ne;&nbsp;있다)</p><hr/><div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">&#x219f; 안 계시다 / 없으시다</div></div></div><p class="small">(&ne;&nbsp;계시다 / 있으시다)</p>	ne pas exister / ne pas avoir<p class="small">(&ne;&nbsp;exister / avoir)</p><ul><li>Un terme honorifique (&#x219f;) ou de modestie (&#x21a1;) permet d'augmenter le niveau de politesse entre le sujet d'une action et son destinataire&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>un terme <span class="em">honorifique</span> souligne la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)</li><li>un terme de <span class="em">modestie</span> souligne la déférence du sujet de l'action portée à son <span class="em">destinataire</span></ul></li><br><li>Ces considérations sont totalement indépendantes du <span class="em">registre</span> de langue (해체 &lt; 해요체 &lt; 하십시오체) qui est spécifiquement utilisé pour indiquer le niveau de politesse et de formalité envers l'<span class="em">interlocuteur</span> du discours.</li></ul>

[sound:마시다_드시다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">마시다</div><div class="불규칙">(동사)</div></div></div><hr/><div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">&#x219f; 드시다</div><div class="불규칙">(동사)</div></div></div>	boire<ul><li>verbes réguliers</li><br><li>Un terme honorifique (&#x219f;) ou de modestie (&#x21a1;) permet d'augmenter le niveau de politesse entre le sujet d'une action et son destinataire&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>un terme <span class="em">honorifique</span> souligne la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)</li><li>un terme de <span class="em">modestie</span> souligne la déférence du sujet de l'action portée à son <span class="em">destinataire</span></ul></li><br><li>Ces considérations sont totalement indépendantes du <span class="em">registre</span> de langue (해체 &lt; 해요체 &lt; 하십시오체) qui est spécifiquement utilisé pour indiquer le niveau de politesse et de formalité envers l'<span class="em">interlocuteur</span> du discours.</li></ul>

[sound:말하다_말씀하시다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">말(을 )하다</div><div class="불규칙">(동사)</div></div></div><hr/><div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">&#x219f; 말씀하시다</div><div class="불규칙">(동사)</div></div></div>	parler, dire<ul><li>verbes réguliers</li><br><li>Un terme honorifique (&#x219f;) ou de modestie (&#x21a1;) permet d'augmenter le niveau de politesse entre le sujet d'une action et son destinataire&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>un terme <span class="em">honorifique</span> souligne la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)</li><li>un terme de <span class="em">modestie</span> souligne la déférence du sujet de l'action portée à son <span class="em">destinataire</span></ul></li><br><li>Ces considérations sont totalement indépendantes du <span class="em">registre</span> de langue (해체 &lt; 해요체 &lt; 하십시오체) qui est spécifiquement utilisé pour indiquer le niveau de politesse et de formalité envers l'<span class="em">interlocuteur</span> du discours.</li></ul>

[sound:먹다_드시다_잡수시다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">(밥을) 먹다 <span class="발음">[먹<span style="font-weight: bold">따</span>]</span></div><div class="불규칙">(동사)</div></div></div><hr/><div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">&#x219f; 드시다 / 잡수시다</div><div class="불규칙">(동사)</div></div></div>	manger<p class="small">prendre le repas, être à table</p><ul><li>verbes réguliers</li><br><li>Un terme honorifique (&#x219f;) ou de modestie (&#x21a1;) permet d'augmenter le niveau de politesse entre le sujet d'une action et son destinataire&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>un terme <span class="em">honorifique</span> souligne la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)</li><li>un terme de <span class="em">modestie</span> souligne la déférence du sujet de l'action portée à son <span class="em">destinataire</span></ul></li><br><li>Ces considérations sont totalement indépendantes du <span class="em">registre</span> de langue (해체 &lt; 해요체 &lt; 하십시오체) qui est spécifiquement utilisé pour indiquer le niveau de politesse et de formalité envers l'<span class="em">interlocuteur</span> du discours.</li></ul>

[sound:묻다_여쭈다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">묻다 <span class="발음">[묻<span style="font-weight: bold">따</span>]</span></div><div class="불규칙">(“ㄷ” 불규칙 동사)</div></div></div><hr/><div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">&#x21a1; 여쭈다</div><div class="불규칙">(동사)</div></div></div><p class="small">(&ne;&nbsp;답하다)</p>	demander, interroger<p class="small">(&ne;&nbsp;répondre)</p><ul><li>verbe irrégulier en “ㄷ”&nbsp;: ㄷ devient ㄹ devant voyelle</li><br><li>Un terme honorifique (&#x219f;) ou de modestie (&#x21a1;) permet d'augmenter le niveau de politesse entre le sujet d'une action et son destinataire&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>un terme <span class="em">honorifique</span> souligne la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)</li><li>un terme de <span class="em">modestie</span> souligne la déférence du sujet de l'action portée à son <span class="em">destinataire</span></ul></li><br><li>Ces considérations sont totalement indépendantes du <span class="em">registre</span> de langue (해체 &lt; 해요체 &lt; 하십시오체) qui est spécifiquement utilisé pour indiquer le niveau de politesse et de formalité envers l'<span class="em">interlocuteur</span> du discours.</li></ul>

[sound:배고프다_시장하시다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">배고프다</div><div class="불규칙">(“으” 불규칙 형용사)</div></div></div><hr/><div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">&#x219f; 시장하시다</div><div class="불규칙">(형용사)</div></div></div>	avoir faim<ul><li>adjectif irrégulier en “으”&nbsp;: ㅡ disparaît devant voyelle</li><br><li>Un terme honorifique (&#x219f;) ou de modestie (&#x21a1;) permet d'augmenter le niveau de politesse entre le sujet d'une action et son destinataire&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>un terme <span class="em">honorifique</span> souligne la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)</li><li>un terme de <span class="em">modestie</span> souligne la déférence du sujet de l'action portée à son <span class="em">destinataire</span></ul></li><br><li>Ces considérations sont totalement indépendantes du <span class="em">registre</span> de langue (해체 &lt; 해요체 &lt; 하십시오체) qui est spécifiquement utilisé pour indiquer le niveau de politesse et de formalité envers l'<span class="em">interlocuteur</span> du discours.</li></ul>

[sound:자다_주무시다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">(잠을) 자다</div><div class="불규칙">(동사)</div></div></div><hr/><div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">&#x219f; 주무시다</div><div class="불규칙">(동사)</div></div></div>	dormir<ul><li>verbes réguliers</li><br><li>Un terme honorifique (&#x219f;) ou de modestie (&#x21a1;) permet d'augmenter le niveau de politesse entre le sujet d'une action et son destinataire&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>un terme <span class="em">honorifique</span> souligne la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)</li><li>un terme de <span class="em">modestie</span> souligne la déférence du sujet de l'action portée à son <span class="em">destinataire</span></ul></li><br><li>Ces considérations sont totalement indépendantes du <span class="em">registre</span> de langue (해체 &lt; 해요체 &lt; 하십시오체) qui est spécifiquement utilisé pour indiquer le niveau de politesse et de formalité envers l'<span class="em">interlocuteur</span> du discours.</li></ul>

[sound:주다_드리다.mp3]	<div class="활용"><div class="bloc"><div class="부정사" style="font-size: 150%">주다</div><div class="불규칙">(동사)</div></div><hr/><div class="bloc"><div class="부정사" style="font-size: 150%">&#x219f; 주시다</div><div class="불규칙">(동사)</div></div><hr/><div class="bloc"><div class="부정사" style="font-size: 150%">&#x21a1; 드리다</div><div class="불규칙">(동사)</div></div></div>	donner<ul><li>verbes réguliers</li><br><li>Un terme honorifique (&#x219f;) ou de modestie (&#x21a1;) permet d'augmenter le niveau de politesse entre le sujet d'une action et son destinataire&nbsp;:<ul style="font-size: 100%; list-style-type: circle"><li>un terme <span class="em">honorifique</span> souligne la déférence portée au <span class="em">sujet</span> de l'action (un aîné, un supérieur hiérarchique, un client, &hellip;)</li><li>un terme de <span class="em">modestie</span> souligne la déférence du sujet de l'action portée à son <span class="em">destinataire</span></ul></li><br><li>Ces considérations sont totalement indépendantes du <span class="em">registre</span> de langue (해체 &lt; 해요체 &lt; 하십시오체) qui est spécifiquement utilisé pour indiquer le niveau de politesse et de formalité envers l'<span class="em">interlocuteur</span> du discours.</li></ul>


